0,110,11
1,415,
2,109,
3,109,
4,109,
5,331,
6,114,
7,110,
8,600,
9,110,
10,343,236.1
11,207,
12,108,
13,109,
14,566,
15,118,
16,110,
17,239,
18,173,
19,108,
20,109,208.31
21,332,
22,118,
23,210,
24,109,
25,295,
26,110,
27,111,
28,110,
29,108,
30,109,182.03
31,117,
32,319,
33,355,
34,110,
35,152,
36,830,
37,109,
38,416,
39,110,
40,110,281
41,621,
42,109,
43,109,
44,598,
45,112,
46,109,
47,748,
48,360,
49,109,
50,268,342.4
51,735,
52,218,
53,109,
54,228,
55,113,
56,113,
57,110,
58,853,
59,110,
60,109,304.04
61,114,
62,457,
63,109,
64,495,
65,110,
66,111,
67,855,
68,110,
69,110,
70,730,350.5
71,724,
72,110,
73,112,
74,284,
75,110,
76,109,
77,109,
78,109,
79,854,
80,110,298.15
81,398,
82,674,
83,208,
84,482,
85,776,
86,249,
87,140,
88,110,
89,166,
90,306,380.72
91,202,
92,210,
93,307,
94,110,
95,290,
96,110,
97,178,
98,204,
99,193,
100,254,243.87
101,380,
102,109,
103,225,
104,109,
105,108,
106,166,
107,110,
108,121,
109,225,
110,110,190.69
111,110,
112,113,
113,110,
114,109,
115,500,
116,854,
117,109,
118,113,
119,110,
120,110,242.87
121,110,
122,210,
123,168,
124,218,
125,115,
126,151,
127,110,
128,398,
129,799,
130,531,305.29
131,111,
132,111,
133,110,
134,110,
135,110,
136,110,
137,110,
138,110,
139,109,
140,108,140.43
141,776,
142,164,
143,201,
144,240,
145,392,
146,220,
147,162,
148,121,
149,298,
150,110,282.44
151,112,
152,446,
153,189,
154,666,
155,110,
156,188,
157,693,
158,110,
159,855,
160,110,376.14
161,853,
162,109,
163,129,
164,108,
165,110,
166,108,
167,111,
168,855,
169,362,
170,109,323.01
171,111,
172,376,
173,523,
174,110,
175,492,
176,109,
177,110,
178,473,
179,467,
180,257,335.1
181,109,
182,122,
183,109,
184,108,
185,705,
186,108,
187,538,
188,111,
189,110,
190,111,246.61
191,110,
192,110,
193,202,
194,812,
195,109,
196,111,
197,110,
198,110,
199,287,
200,110,231.76
201,613,
202,503,
203,436,
204,548,
205,113,
206,110,
207,776,
208,110,
209,111,
210,403,395.48
211,757,
212,266,
213,762,
214,753,
215,110,
216,110,
217,109,
218,117,
219,111,
220,193,368.35
221,109,
222,110,
223,112,
224,117,
225,529,
226,109,
227,110,
228,133,
229,108,
230,442,224.73
231,110,
232,109,
233,109,
234,854,
235,110,
236,855,
237,738,
238,227,
239,171,
240,794,430.17
241,721,
242,805,
243,747,
244,207,
245,110,
246,110,
247,660,
248,109,
249,109,
250,518,452.62
251,111,
252,109,
253,111,
254,125,
255,109,
256,569,
257,484,
258,115,
259,110,
260,669,296.46
261,112,
262,108,
263,120,
264,300,
265,110,
266,108,
267,562,
268,108,
269,109,
270,118,205.15
271,110,
272,217,
273,546,
274,112,
275,110,
276,630,
277,205,
278,153,
279,109,
280,132,252.91
281,289,
282,110,
283,362,
284,111,
285,111,
286,209,
287,337,
288,190,
289,249,
290,182,240.29
291,182,
292,110,
293,109,
294,110,
295,110,
296,110,
297,110,
298,303,
299,110,
300,110,160.43
301,112,
302,394,
303,564,
304,108,
305,702,
306,494,
307,108,
308,108,
309,110,
310,854,371.44
311,108,
312,594,
313,110,
314,509,
315,168,
316,854,
317,518,
318,111,
319,525,
320,111,397.94
321,110,
322,250,
323,685,
324,246,
325,110,
326,109,
327,109,
328,110,
329,109,
330,163,239.89
331,110,
332,149,
333,853,
334,551,
335,110,
336,109,
337,855,
338,156,
339,109,
340,115,335.69
341,855,
342,108,
343,395,
344,127,
345,110,
346,299,
347,216,
348,660,
349,240,
350,300,364.57
351,849,
352,109,
353,854,
354,109,
355,271,
356,212,
357,109,
358,110,
359,110,
360,109,320.66
361,232,
362,110,
363,570,
364,274,
365,692,
366,366,
367,110,
368,110,
