0,163,16.30
1,163,0
2,164,0
3,163,0
4,164,0
5,163,0
6,164,0
7,163,0
8,163,0
9,168,0
10,164,165.53
11,163,0
12,177,0
13,164,0
14,163,0
15,233,0
16,218,0
17,163,0
18,163,0
19,164,0
20,170,194.35
21,163,0
22,172,0
23,163,0
24,294,0
25,162,0
26,227,0
27,236,0
28,163,0
29,176,0
30,304,225.44
31,164,0
32,164,0
33,327,0
34,205,0
35,163,0
36,163,0
37,218,0
38,164,0
39,163,0
40,163,211.94
41,164,0
42,208,0
43,164,0
44,166,0
45,165,0
46,170,0
47,173,0
48,327,0
49,195,0
50,163,210.69
51,164,0
52,251,0
53,312,0
54,164,0
55,257,0
56,204,0
57,163,0
58,164,0
59,163,0
60,278,233.07
61,165,0
62,270,0
63,216,0
64,289,0
65,382,0
66,273,0
67,315,0
68,250,0
69,163,0
70,194,275.01
71,262,0
72,214,0
73,220,0
74,191,0
75,260,0
76,164,0
77,164,0
78,212,0
79,164,0
80,163,228.90
81,164,0
82,264,0
83,199,0
84,224,0
85,163,0
86,270,0
87,242,0
88,164,0
89,275,0
90,355,254.89
91,192,0
92,209,0
93,318,0
94,270,0
95,249,0
96,166,0
97,208,0
98,171,0
99,163,0
100,164,236.49
101,164,0
102,169,0
103,205,0
104,163,0
105,413,0
106,282,0
107,260,0
108,167,0
109,262,0
110,364,268.55
111,446,0
112,363,0
113,372,0
114,375,0
115,550,0
116,629,0
117,380,0
118,416,0
119,530,0
120,347,467.65
121,815,0
122,763,0
123,731,0
124,302,0
125,751,0
126,516,0
127,836,0
128,661,0
129,341,0
130,506,668.97
131,754,0
132,367,0
133,507,0
134,491,0
135,655,0
136,230,0
137,173,0
138,164,0
139,164,0
140,164,433.80
141,164,0
142,165,0
143,164,0
144,165,0
145,164,0
146,164,0
147,163,0
148,164,0
149,164,0
150,165,207.58
151,164,0
152,164,0
153,164,0
154,164,0
155,163,0
156,164,0
157,194,0
158,558,0
159,345,0
160,909,319.66
161,690,0
162,908,0
163,908,0
164,907,0
165,908,0
166,909,0
167,907,0
168,908,0
169,907,0
170,909,918.07
171,908,0
172,908,0
173,907,0
174,707,0
175,256,0
176,562,0
177,213,0
178,234,0
179,251,0
180,312,617.61
181,164,0
182,164,0
183,164,0
184,164,0
185,164,0
186,227,0
187,209,0
188,164,0
189,164,0
190,164,236.56
191,163,0
192,163,0
193,164,0
194,164,0
195,163,0
196,165,0
197,163,0
198,455,0
199,164,0
200,287,228.76
201,333,0
202,521,0
203,499,0
204,492,0
205,273,0
206,743,0
207,495,0
208,314,0
209,406,0
210,268,457.28
211,384,0
212,339,0
213,311,0
214,504,0
215,297,0
216,164,0
217,286,0
218,225,0
219,164,0
220,337,346.83
221,237,0
222,328,0
223,164,0
224,246,0
225,164,0
226,222,0
227,164,0
228,165,0
229,174,0
230,164,237.48
231,267,0
232,209,0
233,306,0
234,201,0
235,224,0
236,250,0
237,248,0
238,243,0
239,306,0
240,164,265.55
241,231,0
242,164,0
243,345,0
244,164,0
245,334,0
246,185,0
247,222,0
248,163,0
249,451,0
250,182,270.65
251,164,0
252,316,0
253,165,0
254,322,0
255,166,0
256,270,0
257,341,0
258,164,0
259,443,0
260,165,278.67
261,450,0
262,908,0
263,908,0
264,164,0
265,165,0
266,909,0
267,200,0
268,591,0
269,622,0
270,479,567.47
271,908,0
272,909,0
273,165,0
274,164,0
275,908,0
276,909,0
277,165,0
278,909,0
279,165,0
280,428,619.75
